Model,Variable,Coefficient,Std_Error,P_Value,Sig
ONLY-K.3,Region FE: Latin America & Caribbean,-0.1687983058631415,0.053936922918397946,0.0017507417804374086,***
ONLY-K.3,Region FE: Middle East & North Africa,0.2456938767550496,0.08992901139911541,0.006293453310460308,***
ONLY-K.3,Region FE: North America,-0.3241218484028501,0.09374228640326934,0.000545041889968792,***
ONLY-K.3,Region FE: South Asia,0.09640674288646592,0.10912133873068433,0.37697588237305624,
ONLY-K.3,Region FE: Sub-Saharan Africa,-0.038190958227681676,0.056375833599933506,0.4981300497955101,
ONLY-K.3,R-squared,0.5956620413616958,,,
ONLY-K.3,Adj. R-squared,0.5665729795891559,,,
ONLY-K.3,N,150,,,
ONLY-K.3,Region Fixed Effects,Yes,,,
ONLY-K.4,Constant,0.26792087668907905,0.05108551248492988,1.5665836056512416e-07,***
ONLY-K.4,Poverty Gap ($4.20/day),-0.00021477113347646035,0.0015769348506938959,0.8916668813781559,
ONLY-K.4,Log GDP per Capita (PPP),0.08088941378461853,0.02861279337337048,0.004698095949330451,***
ONLY-K.4,Government Effectiveness (WGI),0.01497864755886562,0.021069119117791867,0.4771282408640324,
ONLY-K.4,Storm Count (Log),0.008289096065150955,0.01424192795497599,0.5605527763503684,
ONLY-K.4,Gov. Effectiveness × Storm,-0.021960170773032323,0.014065756737046893,0.11846464057764265,
ONLY-K.4,Region FE: Europe & Central Asia,0.11608069707455158,0.06651225399259729,0.08094087519250291,*
ONLY-K.4,Region FE: Latin America & Caribbean,-0.1689912289300415,0.054976018346399,0.00211274493144331,***
ONLY-K.4,Region FE: Middle East & North Africa,0.25101816297361246,0.0912857676805924,0.00596305346295857,***
ONLY-K.4,Region FE: North America,-0.3193438544368521,0.09242406657260156,0.00054987991228003,***
ONLY-K.4,Region FE: South Asia,0.09448219287866864,0.10773194910239017,0.38048021735800375,
ONLY-K.4,Region FE: Sub-Saharan Africa,-0.03783889588970322,0.05462965199579754,0.48853304546151566,
ONLY-K.4,R-squared,0.6006770636266314,,,
ONLY-K.4,Adj. R-squared,0.568846974495421,,,
ONLY-K.4,N,150,,,
ONLY-K.4,Region Fixed Effects,Yes,,,
ONLY-K.5,Constant,0.2769074673958636,0.05060582641612946,4.453629116043684e-08,***
ONLY-K.5,Poverty Gap ($4.20/day),0.0006837187538638854,0.0015228877474062462,0.6534590573955283,
ONLY-K.5,Log GDP per Capita (PPP),0.08288645287453572,0.027106901240868026,0.0022299659937841903,***
ONLY-K.5,Building Quality Index,0.00953512299162589,0.004273835981630658,0.02567810816727113,**
ONLY-K.5,Storm Count (Log),0.00043959163068391636,0.013971256377870615,0.9748995006173249,
ONLY-K.5,Building Quality × Storm,-0.00019011823016976842,0.004758249645928928,0.9681286060672022,
ONLY-K.5,Region FE: Europe & Central Asia,0.10559591013780935,0.06989282480165848,0.13083274037164166,
ONLY-K.5,Region FE: Latin America & Caribbean,-0.15833885182440274,0.05176412358256218,0.002221860424018029,***
ONLY-K.5,Region FE: Middle East & North Africa,0.22187194135105195,0.09079847583182557,0.014542965696778213,**
ONLY-K.5,Region FE: North America,-0.38809695358016516,0.07980373117654506,1.1553633611314031e-06,***
ONLY-K.5,Region FE: South Asia,0.09261859978552421,0.10251131027799101,0.3662624980813287,
ONLY-K.5,Region FE: Sub-Saharan Africa,-0.07087328876010215,0.04960949318196358,0.15311247039144527,
ONLY-K.5,R-squared,0.601702635144536,,,
ONLY-K.5,Adj. R-squared,0.5699542944676512,,,
ONLY-K.5,N,150,,,
ONLY-K.5,Region Fixed Effects,Yes,,,
ONLY-L.1,Constant,0.25846466495226933,0.050885927074215964,3.7883688958378693e-07,***
ONLY-L.1,Poverty Gap ($4.20/day),0.00041433269117755345,0.0015612175796610064,0.7907084677106293,
ONLY-L.1,Log GDP per Capita (PPP),0.09138473749319118,0.025711816584531606,0.0003791420499338675,***
ONLY-L.1,Earthquake + Storm (Log),0.009494083986854574,0.014148616459316463,0.5022042150464573,
ONLY-L.1,Region FE: Europe & Central Asia,0.126456049381704,0.06681218160394596,0.05839651525142155,*
ONLY-L.1,Region FE: Latin America & Caribbean,-0.15849378667680256,0.05367092127296897,0.0031463442161481126,***
ONLY-L.1,Region FE: Middle East & North Africa,0.26363406488499375,0.0868452944119481,0.002399981261400838,***
ONLY-L.1,Region FE: North America,-0.38102906980407963,0.07751076890776738,8.841112818501622e-07,***
ONLY-L.1,Region FE: South Asia,0.10971628520098302,0.10841364789174976,0.31153067272807855,
ONLY-L.1,Region FE: Sub-Saharan Africa,-0.042079908681709154,0.054673719843704574,0.4415044960660076,
ONLY-L.1,R-squared,0.5922676301080935,,,
ONLY-L.1,Adj. R-squared,0.5660562634721852,,,
ONLY-L.1,N,150,,,
ONLY-L.1,Region Fixed Effects,Yes,,,
ONLY-L.2,Constant,0.26111648592426934,0.05148740929051595,3.947692368910544e-07,***
ONLY-L.2,Poverty Gap ($4.20/day),0.00033363016213611596,0.0015733130942361753,0.8320635042978568,
ONLY-L.2,Log GDP per Capita (PPP),0.09242533784824382,0.026344617589648643,0.00045094698023122033,***
ONLY-L.2,Earthquake + Storm (Log),0.009727013374839678,0.014114192722779646,0.4907191832430272,
ONLY-L.2,Poverty × EQK+STM,0.00047717758571673186,0.0007388757808577714,0.5183987137616277,
ONLY-L.2,Region FE: Europe & Central Asia,0.12177404915875462,0.06814725369935466,0.07394956894283695,*
ONLY-L.2,Region FE: Latin America & Caribbean,-0.16138751261908665,0.054025708365911605,0.0028151279792605092,***
ONLY-L.2,Region FE: Middle East & North Africa,0.25861709272152866,0.08866675569107088,0.0035372046260542076,***
ONLY-L.2,Region FE: North America,-0.377391855679665,0.07819139956743032,1.389438896035296e-06,***
ONLY-L.2,Region FE: South Asia,0.10818448375162591,0.10811926135173686,0.3170186606752845,
ONLY-L.2,Region FE: Sub-Saharan Africa,-0.039059193153229865,0.055245919006437376,0.47956278357310067,
ONLY-L.2,R-squared,0.5929492905781433,,,
ONLY-L.2,Adj. R-squared,0.5636650668787291,,,
ONLY-L.2,N,150,,,
ONLY-L.2,Region Fixed Effects,Yes,,,
ONLY-L.3,Constant,0.26030677588426876,0.05059866240644663,2.68178996222243e-07,***
ONLY-L.3,Poverty Gap ($4.20/day),-3.79020150607733e-05,0.0016541083981052678,0.9817189813374171,
ONLY-L.3,Log GDP per Capita (PPP),0.08975226548801349,0.025598800406375015,0.00045470356217715334,***
ONLY-L.3,Earthquake + Storm (Log),0.010883422405104605,0.013957574590560308,0.4355378894225147,
ONLY-L.3,C_log_GDP:C_log_DIS_EQK_STM,-0.009070250197792628,0.011175400551541844,0.41700603396349023,
ONLY-L.3,Region FE: Europe & Central Asia,0.12287766743349636,0.0665980854072483,0.06502836557950349,*
ONLY-L.3,Region FE: Latin America & Caribbean,-0.16355631563410483,0.053410564405852935,0.002196824390363484,***
ONLY-L.3,Region FE: Middle East & North Africa,0.2564612996195911,0.08740777956774722,0.0033453942870206306,***
ONLY-L.3,Region FE: North America,-0.3501658872330091,0.08856780053533461,7.696869121954064e-05,***
ONLY-L.3,Region FE: South Asia,0.09833424953883964,0.11044947561902453,0.373299565316778,
ONLY-L.3,Region FE: Sub-Saharan Africa,-0.03091548709082084,0.05831603232243859,0.5960169393948571,
ONLY-L.3,R-squared,0.594168961656896,,,
ONLY-L.3,Adj. R-squared,0.5649724840782555,,,
ONLY-L.3,N,150,,,
ONLY-L.3,Region Fixed Effects,Yes,,,
ONLY-L.4,Constant,0.25991073052044616,0.05135478295666775,4.168854405210428e-07,***
ONLY-L.4,Poverty Gap ($4.20/day),-0.00022599292551454624,0.0015499480684338992,0.8840739293061542,
ONLY-L.4,Log GDP per Capita (PPP),0.0792899464232331,0.028061915484913127,0.004720161514454573,***
ONLY-L.4,Government Effectiveness (WGI),0.015164696646994527,0.0212042292934061,0.474502023194179,
ONLY-L.4,Earthquake + Storm (Log),0.011965987150096564,0.013562082793434467,0.3776081584874845,
ONLY-L.4,Gov. Effectiveness × EQK+STM,-0.01572566412695672,0.013983946096091082,0.26077923960474103,
ONLY-L.4,Region FE: Europe & Central Asia,0.12291292953735145,0.06679905015532933,0.06576235336472255,*
ONLY-L.4,Region FE: Latin America & Caribbean,-0.16191838461803465,0.05552208903057038,0.003542237147490065,***
ONLY-L.4,Region FE: Middle East & North Africa,0.25802521399260736,0.09159172658715227,0.004845587508475412,***
ONLY-L.4,Region FE: North America,-0.34393096218546987,0.08597682776943553,6.326889425061317e-05,***
ONLY-L.4,Region FE: South Asia,0.09653862153034747,0.10936504027563031,0.37738800247174387,
ONLY-L.4,Region FE: Sub-Saharan Africa,-0.027956463722441247,0.056348733925717084,0.6198006115611365,
ONLY-L.4,R-squared,0.5979067515301817,,,
ONLY-L.4,Adj. R-squared,0.5658558404202687,,,
ONLY-L.4,N,150,,,
ONLY-L.4,Region Fixed Effects,Yes,,,
ONLY-L.5,Constant,0.2735442049989931,0.051822309781237814,1.3024370779944963e-07,***
ONLY-L.5,Poverty Gap ($4.20/day),0.0005717007877891171,0.0014928090188699487,0.7017421481156061,
ONLY-L.5,Log GDP per Capita (PPP),0.08237537423659447,0.025771050637234044,0.0013913930535587803,***
ONLY-L.5,Building Quality Index,0.009216667524719292,0.004432280535636642,0.03757680107273197,**
ONLY-L.5,Earthquake + Storm (Log),0.0036852210621528218,0.012654818514204006,0.770890028289333,
ONLY-L.5,Building Quality × EQK+STM,-0.0002797161129154235,0.004387736968209846,0.9491696759520021,
ONLY-L.5,Region FE: Europe & Central Asia,0.10931578051561365,0.07017646622839366,0.1192979626829873,
ONLY-L.5,Region FE: Latin America & Caribbean,-0.15744379823454435,0.05219701967351486,0.0025584879019494326,***
ONLY-L.5,Region FE: Middle East & North Africa,0.22713468525610148,0.088486011965993,0.010261239663054032,**
ONLY-L.5,Region FE: North America,-0.39139776938961324,0.07745150194330412,4.3388595072872124e-07,***
ONLY-L.5,Region FE: South Asia,0.09217112411411948,0.10328678117768947,0.3721889432897172,
ONLY-L.5,Region FE: Sub-Saharan Africa,-0.06413910295949923,0.05227309159495759,0.2198224501885946,
ONLY-L.5,R-squared,0.6018929925671679,,,
ONLY-L.5,Adj. R-squared,0.5701598253080291,,,
ONLY-L.5,N,150,,,
ONLY-L.5,Region Fixed Effects,Yes,,,
ONLY-N.1,Constant,0.26809432916813475,0.049656423415544,6.701864562083215e-08,***
ONLY-N.1,Poverty Gap ($4.20/day),0.0006683450191887592,0.001498222143033293,0.6555307397796333,
ONLY-N.1,Log GDP per Capita (PPP),0.09385770538787287,0.025013623225265513,0.0001752451275538069,***
ONLY-N.1,Flood Count (Log),0.002336846174448865,0.014527378265339945,0.8722051796120116,
ONLY-N.1,Region FE: Europe & Central Asia,0.11650461342009834,0.0648864023713935,0.07257142827987793,*
ONLY-N.1,Region FE: Latin America & Caribbean,-0.162985853246533,0.054901717319024615,0.0029907792262339615,***
ONLY-N.1,Region FE: Middle East & North Africa,0.2507770847412754,0.08591859529951741,0.0035140928304077433,***
ONLY-N.1,Region FE: North America,-0.3728043145003516,0.08041950598771938,3.5565437048436697e-06,***
ONLY-N.1,Region FE: South Asia,0.10964098565397656,0.1141392091440905,0.33675834662109794,
ONLY-N.1,Region FE: Sub-Saharan Africa,-0.06031487999519073,0.0489319890067422,0.21771504123287255,
ONLY-N.1,R-squared,0.5908660070841709,,,
ONLY-N.1,Adj. R-squared,0.5645645361110105,,,
ONLY-N.1,N,150,,,
ONLY-N.1,Region Fixed Effects,Yes,,,
ONLY-N.2,Constant,0.2689140948525463,0.04993815568997576,7.246782806430533e-08,***
ONLY-N.2,Poverty Gap ($4.20/day),-0.0008233659718145717,0.0018706138722867733,0.6598225562645458,
ONLY-N.2,Log GDP per Capita (PPP),0.0877454550746501,0.02525101380590534,0.0005109904698919256,***
ONLY-N.2,Flood Count (Log),0.010378229130337974,0.013651185723663414,0.44710887601619365,
ONLY-N.2,Poverty × Flood,0.001878495333435276,0.0010722213980159938,0.07977967053687444,*
ONLY-N.2,Region FE: Europe & Central Asia,0.10652285567157539,0.06539494128475347,0.10333083650620584,
ONLY-N.2,Region FE: Latin America & Caribbean,-0.17380745549228271,0.05554069166519303,0.0017518069709465264,***
ONLY-N.2,Region FE: Middle East & North Africa,0.24044996477844366,0.08522250976008638,0.004780898759000958,***
ONLY-N.2,Region FE: North America,-0.3651575065697765,0.08135754022125036,7.179188073071223e-06,***
ONLY-N.2,Region FE: South Asia,0.09521702699768522,0.11276892174076712,0.39847094117732396,
ONLY-N.2,Region FE: Sub-Saharan Africa,-0.06417521733584335,0.04846470271058226,0.1854485653156187,
ONLY-N.2,R-squared,0.5966851017413003,,,
ONLY-N.2,Adj. R-squared,0.567669641434919,,,
ONLY-N.2,N,150,,,
ONLY-N.2,Region Fixed Effects,Yes,,,
ONLY-N.3,Constant,0.2759789863807674,0.04986190756634569,3.114660471988817e-08,***
ONLY-N.3,Poverty Gap ($4.20/day),-0.0003152094663663093,0.0015454925520497962,0.8383894063050074,
ONLY-N.3,Log GDP per Capita (PPP),0.08398562887694078,0.024192650576190175,0.000517492213480107,***
ONLY-N.3,Flood Count (Log),0.0083018529717193,0.014115526437229695,0.5564408343717052,
ONLY-N.3,C_log_GDP:C_log_DIS_FLD,-0.016964689870770766,0.015121610698884598,0.26191185518666293,
ONLY-N.3,Region FE: Europe & Central Asia,0.10215473897178841,0.06555673087743562,0.11917051542119317,
ONLY-N.3,Region FE: Latin America & Caribbean,-0.17570984210036658,0.05546572795319386,0.0015354468183038394,***
ONLY-N.3,Region FE: Middle East & North Africa,0.23561513542664078,0.08834214909044993,0.007651459957707489,***
ONLY-N.3,Region FE: North America,-0.3380676609628769,0.0845371345064268,6.359904620004504e-05,***
ONLY-N.3,Region FE: South Asia,0.07270701661995299,0.12651154639678314,0.5654897648236177,
ONLY-N.3,Region FE: Sub-Saharan Africa,-0.07476151955267143,0.0487988348615206,0.1255138153436698,
ONLY-N.3,R-squared,0.5965204026664472,,,
ONLY-N.3,Adj. R-squared,0.56749309350576,,,
ONLY-N.3,N,150,,,
ONLY-N.3,Region Fixed Effects,Yes,,,
ONLY-N.4,Constant,0.26270020952807926,0.049536770628518176,1.1383033106046846e-07,***
ONLY-N.4,Poverty Gap ($4.20/day),9.665209757263912e-05,0.0014423442676639014,0.9465734065561466,
ONLY-N.4,Log GDP per Capita (PPP),0.0777715129078276,0.026944315538877227,0.003897022698366802,***
ONLY-N.4,Government Effectiveness (WGI),0.015451469505753563,0.021099821183449566,0.463983441763248,
ONLY-N.4,Flood Count (Log),0.007224669438146665,0.013752206454440422,0.599342544356033,
ONLY-N.4,Gov. Effectiveness × Flood,-0.009172762797547354,0.014981057399628591,0.5403454118017974,
ONLY-N.4,Region FE: Europe & Central Asia,0.11908860218599851,0.0636208433959135,0.0612275185483129,*
ONLY-N.4,Region FE: Latin America & Caribbean,-0.15810004296022195,0.054661451629054,0.003823718674227525,***
ONLY-N.4,Region FE: Middle East & North Africa,0.2587065219909333,0.08946227365678004,0.003830482537299951,***
ONLY-N.4,Region FE: North America,-0.35621485969699507,0.08782319136031644,4.9910541848800144e-05,***
ONLY-N.4,Region FE: South Asia,0.09841014748899377,0.11557230644987707,0.3944900848360777,
ONLY-N.4,Region FE: Sub-Saharan Africa,-0.05751134479780186,0.048438752576164375,0.23510919525226792,
ONLY-N.4,R-squared,0.593824053082437,,,
ONLY-N.4,Adj. R-squared,0.5614477094875588,,,
ONLY-N.4,N,150,,,
ONLY-N.4,Region Fixed Effects,Yes,,,
ONLY-N.5,Constant,0.28265431768929705,0.05242177497749238,6.970657730776438e-08,***
ONLY-N.5,Poverty Gap ($4.20/day),0.0008925660298455398,0.0014459649907749665,0.5370497095159525,
ONLY-N.5,Log GDP per Capita (PPP),0.08120143083180739,0.02462819678952665,0.000976914924768632,***
ONLY-N.5,Building Quality Index,0.011125686522020294,0.004710465096851867,0.01818113969087864,**
ONLY-N.5,Flood Count (Log),-0.00903231287371499,0.015286168560442973,0.5545998808662027,
ONLY-N.5,Building Quality × Flood,-0.0004993470951873048,0.004397750290989003,0.9095976707809216,
ONLY-N.5,Region FE: Europe & Central Asia,0.09662316347214517,0.06867468100651267,0.15943651132312908,
ONLY-N.5,Region FE: Latin America & Caribbean,-0.1578023436623216,0.054578335039174634,0.003836516181057405,***
ONLY-N.5,Region FE: Middle East & North Africa,0.2080634907499419,0.08966526627199273,0.020316713316131454,**
ONLY-N.5,Region FE: North America,-0.3776834489417586,0.08061363091436707,2.7981435077842885e-06,***
ONLY-N.5,Region FE: South Asia,0.09761026795949532,0.10398227586010916,0.3478743939259513,
ONLY-N.5,Region FE: Sub-Saharan Africa,-0.07813036159554047,0.048748919592255004,0.10899878226645514,
ONLY-N.5,R-squared,0.6032225114970597,,,
ONLY-N.5,Adj. R-squared,0.5715953203845066,,,
ONLY-N.5,N,150,,,
ONLY-N.5,Region Fixed Effects,Yes,,,
ONLY-M.1,Constant,0.2665134707241729,0.04936985070567761,6.727374548925257e-08,***
ONLY-M.1,Poverty Gap ($4.20/day),0.0006266661439673672,0.001558699403840078,0.6876514555089306,
ONLY-M.1,Log GDP per Capita (PPP),0.09349457841665805,0.0252597052186744,0.0002144698608108456,***
ONLY-M.1,3 Hazards Combined (Log),0.003632230511231384,0.017512378410126567,0.8356902039431053,
ONLY-M.1,Region FE: Europe & Central Asia,0.11841197817347125,0.06503227617312651,0.06863443568186427,*
ONLY-M.1,Region FE: Latin America & Caribbean,-0.16225755847010845,0.053907179808654206,0.0026129640294121556,***
ONLY-M.1,Region FE: Middle East & North Africa,0.25351077901447816,0.08528103689320474,0.002952397267578576,***
ONLY-M.1,Region FE: North America,-0.37450192434218543,0.08069656957457177,3.4695293585258084e-06,***
ONLY-M.1,Region FE: South Asia,0.10964537969553156,0.11251526909099785,0.3298116473778715,
ONLY-M.1,Region FE: Sub-Saharan Africa,-0.05778911236849953,0.049323150118959436,0.24134050779112026,
ONLY-M.1,R-squared,0.5909588312605363,,,
ONLY-M.1,Adj. R-squared,0.5646633275558565,,,
ONLY-M.1,N,150,,,
ONLY-M.1,Region Fixed Effects,Yes,,,
ONLY-M.2,Constant,0.26833053498752907,0.04932762438658007,5.335180607674541e-08,***
ONLY-M.2,Poverty Gap ($4.20/day),-0.0010116637230923346,0.0018642416771359352,0.5873586245563203,
ONLY-M.2,Log GDP per Capita (PPP),0.08854081821180798,0.02516064770597776,0.00043314433093693785,***
ONLY-M.2,3 Hazards Combined (Log),0.01492941335344156,0.016489888593968972,0.36527059442186005,
ONLY-M.2,Poverty × 3 Hazards,0.002552748916215491,0.0013280576071468986,0.054584708920126186,*
ONLY-M.2,Region FE: Europe & Central Asia,0.10510383420204455,0.06600345627886238,0.11129509294869422,
ONLY-M.2,Region FE: Latin America & Caribbean,-0.17540618347371287,0.054698474681789386,0.0013422782444433414,***
ONLY-M.2,Region FE: Middle East & North Africa,0.2395365794591145,0.08464269382556094,0.004655186151265317,***
ONLY-M.2,Region FE: North America,-0.3644795263018581,0.08184730438829989,8.461380089334493e-06,***
ONLY-M.2,Region FE: South Asia,0.09239095418920369,0.11106040799952695,0.40546640448548366,
ONLY-M.2,Region FE: Sub-Saharan Africa,-0.05158585341045749,0.04919293327846151,0.2943421927113752,
ONLY-M.2,R-squared,0.5988982624749063,,,
ONLY-M.2,Adj. R-squared,0.5700420223651873,,,
ONLY-M.2,N,150,,,
ONLY-M.2,Region Fixed Effects,Yes,,,
ONLY-M.3,Constant,0.27123008284036376,0.04885955804073983,2.8368522893369313e-08,***
ONLY-M.3,Poverty Gap ($4.20/day),-0.0006026751310697704,0.0017147147386519768,0.7252338758450394,
ONLY-M.3,Log GDP per Capita (PPP),0.08329356900836213,0.0245597089961127,0.0006951822857204266,***
ONLY-M.3,3 Hazards Combined (Log),0.012386629176379534,0.01816435515678662,0.49528981291257435,
ONLY-M.3,GDP × 3 Hazards,-0.02055415544531567,0.017558213675716524,0.24174790491858666,
ONLY-M.3,Region FE: Europe & Central Asia,0.10860624661197857,0.06511567001896185,0.09533612673785105,*
ONLY-M.3,Region FE: Latin America & Caribbean,-0.17513576670329586,0.05442208496852928,0.001290423642639696,***
ONLY-M.3,Region FE: Middle East & North Africa,0.23896162934661164,0.08714143268652953,0.006102406809832997,***
ONLY-M.3,Region FE: North America,-0.3224163912767363,0.09060572652349763,0.0003730428322140267,***
ONLY-M.3,Region FE: South Asia,0.07089900072998166,0.12662035031580243,0.575524663997707,
ONLY-M.3,Region FE: Sub-Saharan Africa,-0.05801968446614943,0.04772737959522179,0.2241191133258491,
ONLY-M.3,R-squared,0.5976016806731647,,,
ONLY-M.3,Adj. R-squared,0.5686521612971334,,,
ONLY-M.3,N,150,,,
ONLY-M.3,Region Fixed Effects,Yes,,,
ONLY-M.4,Constant,0.2642766526920054,0.04951900385771761,9.456303576542187e-08,***
ONLY-M.4,Poverty Gap ($4.20/day),-0.0002451393389377946,0.0015099692984996698,0.871032420706146,
ONLY-M.4,Log GDP per Capita (PPP),0.0773938140662456,0.027304938257127178,0.004590815653835051,***
ONLY-M.4,Government Effectiveness (WGI),0.013462605598221255,0.02049422375877208,0.5112467867172321,
ONLY-M.4,3 Hazards Combined (Log),0.011509489160814311,0.01691974314308894,0.4963523932757785,
ONLY-M.4,C_CWGI:C_log_DIS_3_HAZARDS,-0.017821334963847062,0.017746994906524115,0.315287580297976,
ONLY-M.4,Region FE: Europe & Central Asia,0.11633604437946139,0.06459727056480413,0.07171176172601808,*
ONLY-M.4,Region FE: Latin America & Caribbean,-0.1653771741825272,0.05497832341748433,0.002629357226118181,***
ONLY-M.4,Region FE: Middle East & North Africa,0.2533918924548623,0.0903792962089353,0.005052775961986396,***
ONLY-M.4,Region FE: North America,-0.3406755808430536,0.08886514995252683,0.0001262690501058132,***
ONLY-M.4,Region FE: South Asia,0.08824743760833881,0.1164158651725753,0.4484293243781594,
ONLY-M.4,Region FE: Sub-Saharan Africa,-0.05154675696105354,0.049195528439181256,0.29473373884908605,
ONLY-M.4,R-squared,0.5969327501309124,,,
ONLY-M.4,Adj. R-squared,0.564804201228304,,,
ONLY-M.4,N,150,,,
ONLY-M.4,Region Fixed Effects,Yes,,,
ONLY-M.5,Constant,0.2854670925719379,0.05244888027221038,5.2458920337117936e-08,***
ONLY-M.5,Poverty Gap ($4.20/day),0.0008756740492073174,0.0015368681474216177,0.5688281067190767,
ONLY-M.5,Log GDP per Capita (PPP),0.08232094334082869,0.0247542971574248,0.0008825334552010401,***
ONLY-M.5,Building Quality Index,0.010698513019983638,0.004811856510497087,0.026191202401727676,**
ONLY-M.5,3 Hazards Combined (Log),-0.008142043978567966,0.01781833547431747,0.647708776084924,
ONLY-M.5,Building Quality × 3 Hazards,-0.0006849308054142596,0.005238934768256231,0.8959821249580054,
ONLY-M.5,Region FE: Europe & Central Asia,0.09419422124772914,0.069898760808109,0.17779328049056264,
ONLY-M.5,Region FE: Latin America & Caribbean,-0.1608536751960638,0.054157777558366864,0.002977089056706408,***
ONLY-M.5,Region FE: Middle East & North Africa,0.2045969250039234,0.08955090125024383,0.022330437139384075,**
ONLY-M.5,Region FE: North America,-0.37802587341936167,0.08107269585708414,3.1193387003622304e-06,***
ONLY-M.5,Region FE: South Asia,0.09402225975565331,0.10347841533463933,0.3635522663006665,
ONLY-M.5,Region FE: Sub-Saharan Africa,-0.08215066583867603,0.0491239549740124,0.09446246774626621,*
ONLY-M.5,R-squared,0.6027836619393359,,,
ONLY-M.5,Adj. R-squared,0.5711214900649351,,,
ONLY-M.5,N,150,,,
ONLY-M.5,Region Fixed Effects,Yes,,,
EQK-R-B.1,Constant,0.5720226544773398,0.0193815092911634,1.9131456619853282e-191,***
EQK-R-B.1,Poverty Gap ($4.20/day),-0.011916455022708971,0.0025066526394255805,1.9949862273113592e-06,***
EQK-R-B.1,Log GDP per Capita (PPP),0.029802812656521578,0.030603267550206707,0.33013393469150165,
EQK-R-B.1,R-squared,0.3756796590846918,,,
EQK-R-B.1,Adj. R-squared,0.36718550478652434,,,
EQK-R-B.1,N,150,,,
EQK-R-B.1,Region Fixed Effects,Yes,,,
EQK-R-B.1,Constant,0.8850394940585763,0.03527539612873325,6.4871369593323665e-139,***
EQK-R-B.1,Poverty Gap ($4.20/day),-0.0015027293556996637,0.0016604779302806538,0.36546639896358224,
EQK-R-B.1,Log GDP per Capita (PPP),0.04294436897378373,0.02259944537418102,0.057401637629249457,*
EQK-R-B.1,Region FE: Europe & Central Asia,-0.31153552865263434,0.04743285510437824,5.102054869751851e-11,***
EQK-R-B.1,Region FE: Latin America & Caribbean,-0.14467758531732167,0.05154831539774143,0.005006108919516073,***
EQK-R-B.1,Region FE: Middle East & North Africa,-0.18178748713121748,0.06896102567732935,0.008386742310709874,***
EQK-R-B.1,Region FE: North America,-0.08979860955837744,0.06084445708192838,0.13997835015397472,
EQK-R-B.1,Region FE: South Asia,-0.4027423960727095,0.10811108505497204,0.00019511046788368776,***
EQK-R-B.1,Region FE: Sub-Saharan Africa,-0.6052051634291443,0.048927623117749064,3.8268651334690463e-35,***
EQK-R-B.1,R-squared,0.6915246519335823,,,
EQK-R-B.1,Adj. R-squared,0.6740225045255586,,,
EQK-R-B.1,N,150,,,
EQK-R-B.1,Region Fixed Effects,Yes,,,
EQK-R-J.3,Constant,0.5720226544773399,0.018604164577259937,1.3401732631092835e-207,***
EQK-R-J.3,Poverty Gap ($4.20/day),-0.010832121477980879,0.002454302105574436,1.0170139338967144e-05,***
EQK-R-J.3,Log GDP per Capita (PPP),0.03670566592114084,0.030136395556933555,0.2232298220376876,
EQK-R-J.3,Earthquake Count (Log),0.07277882695665186,0.01606650543525693,5.902614599930564e-06,***
EQK-R-J.3,R-squared,0.4286685070478531,,,
EQK-R-J.3,Adj. R-squared,0.41692881883650756,,,
EQK-R-J.3,N,150,,,
EQK-R-J.3,Region Fixed Effects,Yes,,,
EQK-R-J.3,Constant,0.8725440320295286,0.03798005624795518,8.533544300256199e-117,***
EQK-R-J.3,Poverty Gap ($4.20/day),-0.001735101356562734,0.001657210841864902,0.2950991314729714,
EQK-R-J.3,Log GDP per Capita (PPP),0.04293871293312795,0.022493081678643303,0.056265418091723335,*
EQK-R-J.3,Earthquake Count (Log),0.021529826999862226,0.013711718249732264,0.11637389856114363,
EQK-R-J.3,Region FE: Europe & Central Asia,-0.2976609917013408,0.048942707202292775,1.188220457542511e-09,***
EQK-R-J.3,Region FE: Latin America & Caribbean,-0.1402115670292412,0.05065388036756708,0.005639590007534955,***
EQK-R-J.3,Region FE: Middle East & North Africa,-0.16899368161284253,0.07022684095732663,0.016110732405005785,**
EQK-R-J.3,Region FE: North America,-0.08890094419368315,0.07242490866178751,0.21963799541388884,
EQK-R-J.3,Region FE: South Asia,-0.4126887635259446,0.10896624773185812,0.00015228815746360717,***
EQK-R-J.3,Region FE: Sub-Saharan Africa,-0.5796388550916474,0.05451977427442754,2.1216799243531603e-26,***
EQK-R-J.3,R-squared,0.6953858217731441,,,
EQK-R-J.3,Adj. R-squared,0.6758034817442748,,,
EQK-R-J.3,N,150,,,
EQK-R-J.3,Region Fixed Effects,Yes,,,
EQK-RO-B.1,Constant,0.05493435271314377,0.009269411410417748,3.0962484095552325e-09,***
EQK-RO-B.1,Poverty Gap ($4.20/day),-0.003435781781127679,0.0009951225527925038,0.0005551668557505799,***
EQK-RO-B.1,Log GDP per Capita (PPP),-0.03038753873420243,0.012485705894534781,0.014941817720938232,**
EQK-RO-B.1,R-squared,0.06374485028850219,,,
EQK-RO-B.1,Adj. R-squared,0.051006684986304895,,,
EQK-RO-B.1,N,150,,,
EQK-RO-B.1,Region Fixed Effects,Yes,,,
EQK-RO-B.1,Constant,0.17722807718798805,0.040555238929396116,1.2422292545799503e-05,***
